#mpa_vJan21_CHOCOPhlAnSGB_202103
clade_name	A1E02M01.mp.profile	A1E02M02.mp.profile	A1E02M04.mp.profile	A1E02M05.mp.profile	A1E02M07.mp.profile	A1E02M08.mp.profile	A1E02P1.mp.profile	A1E02P2.mp.profile	A1E03M01.mp.profile	A1E03M02.mp.profile	A1E03M05.mp.profile	A1E03M06.mp.profile	A1E03P1.mp.profile	A1E03P2.mp.profile	A1E03P3.mp.profile	A1E03P4.mp.profile	A1E04M01.mp.profile	A1E04M02.mp.profile	A1E04M04.mp.profile	A1E04M05.mp.profile	A1E04M07.mp.profile	A1E04M08.mp.profile	A1E04P1.mp.profile	A1E04P2.mp.profile	A1E04P3.mp.profile	A1E04P4.mp.profile	A1E09F1.mp.profile	A1E09F2.mp.profile	A1E09M01.mp.profile	A1E09M02.mp.profile	A1E09M06.mp.profile	A1E09M07.mp.profile	A1E09M1.mp.profile	A1E09M2.mp.profile	A1E10F.mp.profile	A1E10M01.mp.profile	A1E10M02.mp.profile	A1E10M04.mp.profile	A1E10M05.mp.profile	A1E10M.mp.profile	A1E12F.mp.profile	A1E12M01.mp.profile	A1E12M02.mp.profile	A1E12M05.mp.profile	A1E12M06.mp.profile	A1E12M.mp.profile	Wild116.mp.profile	X608.mp.profile
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28841|s__GGB28841_SGB41505|t__SGB41505	0.0	0.00133	0.0	0.02189	0.01448	0.0	0.0	0.0	0.094	0.54293	1.04582	0.41686	1.10011	1.42039	0.17981	1.05124	0.42203	1.47329	0.51424	0.72019	0.521	0.40199	0.06284	0.04779	0.22856	0.24245	4.35298	0.17483	0.2965	0.24069	0.95158	0.05037	0.66394	3.55447	0.0	0.03728	0.0	0.0	0.0	0.0	0.6374	0.00629	0.00752	0.22304	0.07949	0.64651	4.33807	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28861|s__GGB28861_SGB41530|t__SGB41530	0.0	0.00047	0.0	0.06859	0.00865	0.00197	0.0	0.0	0.01291	0.10051	0.70317	0.34306	0.99889	0.31013	0.28388	0.9972	0.04992	0.00311	0.05012	0.00588	0.00227	0.00478	0.0	0.00539	0.00474	0.0	0.36918	0.18515	0.01252	0.01094	0.0014	0.01492	0.08906	0.38515	0.0	0.00388	0.0003	0.0005	0.0	0.0	0.04189	0.00632	0.0	0.01028	0.12288	0.06799	0.29743	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.0	0.0	0.01232	0.00911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27463	0.19058	0.198	0.21753	0.0	0.0	0.0	0.0	0.0	0.0	0.05771	0.0	0.02918	0.0	0.0	0.35212	0.0	0.0	0.0	0.0	0.07208	0.0	0.0	0.0	0.0	0.0	0.02113	0.0	0.00192	0.0	0.0	0.00335	0.00081	0.0	0.90312	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.0	0.0	0.01232	0.00911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27463	0.19058	0.198	0.21753	0.0	0.0	0.0	0.0	0.0	0.0	0.05771	0.0	0.02918	0.0	0.0	0.35212	0.0	0.0	0.0	0.0	0.07208	0.0	0.0	0.0	0.0	0.0	0.02113	0.0	0.00192	0.0	0.0	0.00335	0.00081	0.0	0.90312	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella	0.0	0.0	0.01232	0.00911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02282	0.19058	0.01861	0.14873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02113	0.0	0.00192	0.0	0.0	0.00335	0.00081	0.0	0.0167	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__Gardnerella_vaginalis	0.0	0.0	0.01232	0.00911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02282	0.19058	0.01861	0.14873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02113	0.0	0.00192	0.0	0.0	0.00335	0.00081	0.0	0.0167	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__Gardnerella_vaginalis|t__SGB7097	0.0	0.0	0.01232	0.00911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02282	0.19058	0.01861	0.14873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02113	0.0	0.00192	0.0	0.0	0.00335	0.00081	0.0	0.0167	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28828	0.0	0.0	0.0	0.02693	0.0	0.0	0.0	0.0	0.0	0.03963	0.00707	0.04523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0044	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31184	0.0	0.0	0.0	0.0097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01527	0.02791	0.01184	0.00933	0.0	0.0	0.0	0.0	0.0	0.0	0.00119	0.03453	0.03043	0.0	0.0	0.0	0.04141	0.02394	0.0	0.00538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.0	0.00267	0.0	0.0	0.0	0.01989	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30296	0.0	0.0	0.0	0.00533	0.0	0.0	0.02046	0.70712	0.0	0.0	0.0	0.0	0.0	0.00275	0.0	0.0	0.0	0.0	0.14301	0.00219	0.0	0.0	0.0	0.0	0.04247	0.0	0.0	0.0	0.00946	0.0	0.0	0.0	0.0	0.0	0.08971	0.0	0.00803	0.0258	0.0	0.0	0.00212	0.00659	0.01131	0.0	0.0	0.0	0.0	0.14188
k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28888	0.0	0.0	0.0	0.00188	0.0	0.0	0.0	0.04341	0.0	0.0	0.0	0.0	0.02007	0.07636	0.00685	0.0	0.00858	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.00482	0.00274	0.07186	0.0	0.0	0.0	0.0	0.0	0.0	0.03144	0.0	0.0	0.00264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01067	0.00825
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28828|s__GGB28828_SGB41484	0.0	0.0	0.0	0.02693	0.0	0.0	0.0	0.0	0.0	0.03963	0.00707	0.04523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0044	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31184|s__GGB31184_SGB44478	0.0	0.0	0.0	0.0097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01527	0.02791	0.01184	0.00933	0.0	0.0	0.0	0.0	0.0	0.0	0.00119	0.03453	0.03043	0.0	0.0	0.0	0.04141	0.02394	0.0	0.00538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.0	0.00267	0.0	0.0	0.0	0.01989	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30296|s__GGB30296_SGB43260	0.0	0.0	0.0	0.00533	0.0	0.0	0.02046	0.70712	0.0	0.0	0.0	0.0	0.0	0.00275	0.0	0.0	0.0	0.0	0.14301	0.00219	0.0	0.0	0.0	0.0	0.04247	0.0	0.0	0.0	0.00946	0.0	0.0	0.0	0.0	0.0	0.08971	0.0	0.00803	0.0258	0.0	0.0	0.00212	0.00659	0.01131	0.0	0.0	0.0	0.0	0.14188
k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28888|s__GGB28888_SGB41569	0.0	0.0	0.0	0.00188	0.0	0.0	0.0	0.04341	0.0	0.0	0.0	0.0	0.02007	0.07636	0.00685	0.0	0.00858	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.00482	0.00274	0.07186	0.0	0.0	0.0	0.0	0.0	0.0	0.03144	0.0	0.0	0.00264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01067	0.00825
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28828|s__GGB28828_SGB41484|t__SGB41484	0.0	0.0	0.0	0.02693	0.0	0.0	0.0	0.0	0.0	0.03963	0.00707	0.04523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0044	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31184|s__GGB31184_SGB44478|t__SGB44478	0.0	0.0	0.0	0.0097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01527	0.02791	0.01184	0.00933	0.0	0.0	0.0	0.0	0.0	0.0	0.00119	0.03453	0.03043	0.0	0.0	0.0	0.04141	0.02394	0.0	0.00538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.0	0.00267	0.0	0.0	0.0	0.01989	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30296|s__GGB30296_SGB43260|t__SGB43260	0.0	0.0	0.0	0.00533	0.0	0.0	0.02046	0.70712	0.0	0.0	0.0	0.0	0.0	0.00275	0.0	0.0	0.0	0.0	0.14301	0.00219	0.0	0.0	0.0	0.0	0.04247	0.0	0.0	0.0	0.00946	0.0	0.0	0.0	0.0	0.0	0.08971	0.0	0.00803	0.0258	0.0	0.0	0.00212	0.00659	0.01131	0.0	0.0	0.0	0.0	0.14188
k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28888|s__GGB28888_SGB41569|t__SGB41569	0.0	0.0	0.0	0.00188	0.0	0.0	0.0	0.04341	0.0	0.0	0.0	0.0	0.02007	0.07636	0.00685	0.0	0.00858	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.00482	0.00274	0.07186	0.0	0.0	0.0	0.0	0.0	0.0	0.03144	0.0	0.0	0.00264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01067	0.00825
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.0	0.0	0.0	0.0	0.00548	0.00536	0.00214	0.25857	0.0	0.00266	0.0	0.0	0.0	0.01298	0.0	0.01027	0.01212	0.0	0.0	0.0	0.0	0.0	0.0	0.00515	0.0	0.00297	0.36571	0.0	0.0	0.00018	0.01958	0.04787	0.02723	0.30176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38925	0.20577	0.00034
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	0.0	0.0	0.0	0.0	0.00548	0.00536	0.00214	0.25857	0.0	0.0	0.0	0.0	0.0	0.00241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38925	0.0	0.00034
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_SGB39089	0.0	0.0	0.0	0.0	0.00548	0.00536	0.00214	0.25857	0.0	0.0	0.0	0.0	0.0	0.00241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38925	0.0	0.00034
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_SGB39089|t__SGB39089	0.0	0.0	0.0	0.0	0.00548	0.00536	0.00214	0.25857	0.0	0.0	0.0	0.0	0.0	0.00241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38925	0.0	0.00034
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41424	0.0	0.0	0.0	0.0	0.0	0.26239	0.0	0.0	0.78745	0.40086	0.0	0.14192	0.97525	4.36538	0.76185	1.71123	0.11822	3.05287	2.97855	2.82139	1.65744	0.80386	1.69529	0.44828	1.32715	0.34414	0.47711	0.30182	9.60061	4.2252	1.67134	1.70972	0.36129	0.29243	0.0	0.00434	0.00167	0.0	0.0	0.0	2.50129	1.2613	0.74063	0.88805	3.35065	2.52429	1.32039	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41424|t__SGB41424	0.0	0.0	0.0	0.0	0.0	0.26239	0.0	0.0	0.78745	0.40086	0.0	0.14192	0.97525	4.36538	0.76185	1.71123	0.11822	3.05287	2.97855	2.82139	1.65744	0.80386	1.69529	0.44828	1.32715	0.34414	0.47711	0.30182	9.60061	4.2252	1.67134	1.70972	0.36129	0.29243	0.0	0.00434	0.00167	0.0	0.0	0.0	2.50129	1.2613	0.74063	0.88805	3.35065	2.52429	1.32039	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28793	0.0	0.0	0.0	0.0	0.0	0.0	0.03366	0.12303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09661	0.01308	0.03969	0.03694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00668	0.02524	0.04181	0.0	0.0	0.02474	0.0	0.0	0.0	0.0335	0.0	0.0	0.13837
k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656|f__FGB9656|g__GGB28996	0.0	0.0	0.0	0.0	0.0	0.0	0.01044	0.00558	0.01641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB41645	0.0	0.0	0.0	0.0	0.0	0.0	0.09121	0.21257	0.02047	0.04175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01687	0.01378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08438
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28793|s__GGB28793_SGB41446	0.0	0.0	0.0	0.0	0.0	0.0	0.03366	0.12303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09661	0.01308	0.03969	0.03694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00668	0.02524	0.04181	0.0	0.0	0.02474	0.0	0.0	0.0	0.0335	0.0	0.0	0.13837
k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656|f__FGB9656|g__GGB28996|s__GGB28996_SGB41712	0.0	0.0	0.0	0.0	0.0	0.0	0.01044	0.00558	0.01641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB41645|t__SGB41645	0.0	0.0	0.0	0.0	0.0	0.0	0.09121	0.21257	0.02047	0.04175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01687	0.01378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08438
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28793|s__GGB28793_SGB41446|t__SGB41446	0.0	0.0	0.0	0.0	0.0	0.0	0.03366	0.12303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09661	0.01308	0.03969	0.03694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00668	0.02524	0.04181	0.0	0.0	0.02474	0.0	0.0	0.0	0.0335	0.0	0.0	0.13837
k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656|f__FGB9656|g__GGB28996|s__GGB28996_SGB41712|t__SGB41712	0.0	0.0	0.0	0.0	0.0	0.0	0.01044	0.00558	0.01641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00284	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9575|o__OFGB9575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00284	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00354	0.01875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00245	0.0	0.0	0.0	0.0	0.0	0.01494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9575|o__OFGB9575|f__FGB9575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00284	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28870	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02542	0.0	0.0	0.01341	0.0	0.20986	0.18681	0.06158	0.14164	0.27542	0.20542	0.56201	0.0459	0.00634	0.0	0.0	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01398	0.0	0.0	0.0	0.0	0.0	0.0	0.00201	0.0	0.0	0.0	0.0	0.0	0.09981	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04141	0.0	0.01504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00998
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00354	0.01875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00245	0.0	0.0	0.0	0.0	0.0	0.01494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9575|o__OFGB9575|f__FGB9575|g__GGB28632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00284	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_28_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28870|s__GGB28870_SGB41546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02542	0.0	0.0	0.0	0.0	0.16248	0.04354	0.0521	0.09019	0.12818	0.01082	0.1358	0.0	0.0	0.0	0.0	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00201	0.0	0.0	0.0	0.0	0.0	0.06677	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28869|s__GGB28869_SGB41543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04141	0.0	0.01504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00998
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00508	0.0	0.00555	0.0	0.0	0.0366	0.1835	0.00571	0.01052	0.0	0.0	0.01447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01087	0.0	0.0	0.0	0.0	0.0	0.27769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02389	0.00406
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00354	0.01875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00245	0.0	0.0	0.0	0.0	0.0	0.01494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9575|o__OFGB9575|f__FGB9575|g__GGB28632|s__GGB28632_SGB41253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00284	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_28_4|t__SGB7272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28870|s__GGB28870_SGB41546|t__SGB41546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02542	0.0	0.0	0.0	0.0	0.16248	0.04354	0.0521	0.09019	0.12818	0.01082	0.1358	0.0	0.0	0.0	0.0	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00201	0.0	0.0	0.0	0.0	0.0	0.06677	0.0
